date_time,close
2025-07-15 17:00:00,172.46082075451068
2025-07-16 17:00:00,202.00654530338124
2025-07-17 17:00:00,230.4883920910588
2025-07-18 17:00:00,203.23587247042906
2025-07-21 17:00:00,209.39389312881735
2025-07-22 17:00:00,203.04612787937913
2025-07-23 17:00:00,247.65346981270477
2025-07-24 17:00:00,225.07502618628678
2025-07-25 17:00:00,237.33907740500854
2025-07-28 17:00:00,217.5438975731886
2025-07-29 17:00:00,194.9302502596754
2025-07-30 17:00:00,189.20799076022013
2025-07-31 17:00:00,170.78582844905645
2025-08-01 17:00:00,71.50463869887972
2025-08-04 17:00:00,219.50127503944805
2025-08-05 17:00:00,156.83651565867694
2025-08-06 17:00:00,212.98044941026728
2025-08-07 17:00:00,187.3944981231598
2025-08-08 17:00:00,231.55216679378964
2025-08-11 17:00:00,192.19057916049405
2025-08-12 17:00:00,260.3893867938514
2025-08-13 17:00:00,243.78755987199747
2025-08-14 17:00:00,224.75674444294646
2025-08-15 17:00:00,228.8329459614215
